Date,Close_AAPL,Close_MSFT,Close_SPY,High_AAPL,High_MSFT,High_SPY,Low_AAPL,Low_MSFT,Low_SPY,Open_AAPL,Open_MSFT,Open_SPY,Volume_AAPL,Volume_MSFT,Volume_SPY,Log_Return_AAPL,Log_Return_MSFT,Log_Return_SPY,SMA_50_AAPL,SMA_200_AAPL,Rolling_STD_AAPL,BB_Upper_AAPL,BB_Lower_AAPL,Daily_Return_AAPL,Month,Day_Name,Daily_Return_MSFT,Daily_Return_SPY,Rolling_Volatility_AAPL
2021-07-30,142.1772918701172,274.0194702148437,410.9007873535156,142.635426385787,275.70257739504893,412.3531856804309,140.4714762953773,273.05769468329794,410.207359374989,140.73466343435456,274.26954124538486,410.33855849930256,70440600.0,20944800.0,68951200.0,0.0015094457592483,-0.0055650199084354,-0.0048682601940954,132.38105895996094,,2.323103226406896,137.02726541277474,127.73485250714715,0.0015105855459083273,7,Friday,-0.005549563869490903,-0.004856429421648989,0.012530893024118
2021-08-02,141.8459014892578,273.93292236328125,410.0387573242188,143.2397895751834,275.80836709683444,413.1684631203234,141.582714310116,272.89418832067446,409.68267804628834,142.6646895204393,275.41403559464675,412.6156137242241,62880000.0,16267400.0,58783300.0,-0.0023335455623896,-0.0003158955174005,-0.0021001067659943,132.73606369018555,,1.9407167131973029,136.61749711658015,128.85463026379094,-0.0023308249615705545,8,Monday,-0.00031584562766506785,-0.002097903084705366,0.012319739389259449
2021-08-03,143.6394500732422,276.1449279785156,413.37451171875,144.30227426975748,276.2507385273349,413.4963312941715,141.51448305654833,273.1441936458983,408.6424789249471,142.12858155366985,274.50992752859145,410.83514549410086,64786600.0,17879000.0,58053900.0,0.0125650732787941,0.0080425617467541,0.0081023048049883,133.16358947753906,,1.759655811814783,136.68290110116862,129.6442778539095,0.012644345484456698,8,Tuesday,0.00807499002365586,0.008135217305552445,0.012280143919697556
2021-08-04,143.2398223876953,275.5582580566406,411.3411865234375,144.05861060643986,276.59696249430243,413.346434118997,142.58674024606307,273.76934068765456,411.10692688961086,143.55175020828588,275.27933499379344,412.090805913224,56368300.0,16191300.0,46732200.0,-0.0027860356770361,-0.0021267600327708,-0.0049309824454658,133.5505665588379,,1.7339355641529315,137.01843768714375,130.08269543053203,-0.0027821582813294388,8,Wednesday,-0.0021245000810612424,-0.004918845109385783,0.012212868990548565
2021-08-05,143.3470001220703,278.4531555175781,413.9461364746094,144.10730535100612,278.5589660559924,414.0304665079831,142.47947159810346,275.1639006499143,412.1844995210822,143.2690181917266,275.9140841592982,412.5030891792091,46397700.0,13900200.0,38969700.0,0.000747959996437,0.0104507731719146,0.0063128525778516,133.94358612060546,,1.603133293664964,137.1498527079354,130.73731953327552,0.0007482397882685454,8,Thursday,0.010505573236504029,0.006332820628024871,0.012181774400598259
2021-08-06,142.66368103027344,278.3955078125,414.6302490234375,143.61060825982952,278.4339870480046,415.0519278807742,142.16581806356817,276.6258445430264,413.9836900268023,142.86869219057516,277.4818387644274,414.2648187970775,54126800.0,16589300.0,46930000.0,-0.004778285826058,-0.0002070498111258,0.0016512966486944,134.3239141845703,,1.5762301719909273,137.47637452855216,131.17145384058844,-0.004766887979622769,8,Friday,-0.00020702837779296157,0.0016526607897693335,0.012230774429789691
2021-08-09,142.61488342285156,277.3086853027344,414.29296875,143.21037365568,280.4056032327832,414.920768731442,142.05845003246944,276.808572666281,413.5245900717934,142.72226739584752,278.67441927109,414.6021789713416,48908700.0,16117600.0,41222600.0,-0.0003421049737217,-0.0039115195059801,-0.0008137793340057,134.7338732910156,,1.5123103776370752,137.75849404628977,131.70925253574146,-0.00034204646248769954,8,Monday,-0.0039038794781760533,-0.0008134483054043073,0.012206602680141763
2021-08-10,142.1365203857422,275.4908752441406,414.8081970214844,144.19632898598317,278.1934610570605,415.5203554334606,141.84365370926938,274.2982834551078,414.0585776586694,142.95653516321173,277.7606505008222,414.742597463298,69023100.0,18616600.0,43339300.0,-0.0033598674543447,-0.0065767657595964,0.0012428600008727,135.14732711791993,,1.5074934572255008,138.16231403237094,132.1323402034689,-0.003354229415810983,8,Tuesday,-0.006555186169554195,0.0012436326714375667,0.012133049640260773
2021-08-11,142.3903045654297,275.9814147949219,415.8390197753906,143.22984760890972,277.6260422247308,415.9327293616088,142.06815276895088,274.93305396223553,414.752051486792,142.57578725696132,276.23145639673766,415.8765093291081,48493500.0,13955900.0,44034300.0,0.0017839038342536,0.0017790184167639,0.0024819761319481,135.5722900390625,,1.386349632029812,138.3449893031221,132.79959077500288,0.0017854959372773926,8,Wednesday,0.0017806018088495357,0.0024850587845370864,0.012019132371602417
2021-08-12,145.3482666015625,278.73211669921875,417.0851440429688,145.50446416374157,278.8860042800306,417.22572267838126,142.37081574173467,275.3947550024405,414.7894171451749,142.71249604702388,275.67367807710286,415.6889659926469,72282600.0,14561300.0,38909400.0,0.0205607905049309,0.0099176396268542,0.002992169639037,136.04120544433593,,1.4397737977045255,138.920753039745,133.16165784892686,0.020773619700866552,8,Thursday,0.009966982401118818,0.002996650646808652,0.01247633597711042
2021-08-13,145.5532684326172,281.6559753417969,417.8442687988281,145.88517705910473,281.7040523788136,417.8629992763807,144.7430103885552,278.2416545328539,417.0477802625369,145.42635605950554,278.4147964384472,417.5350300442432,59375000.0,18249000.0,39470300.0,0.0014094244292423,0.0104352152251023,0.0018184171101481,136.54385375976562,,1.571822385287546,139.68749853034072,133.40020898919053,0.0014104181346492606,8,Friday,0.010489851966837715,0.0018200714331391143,0.012478839632986695
2021-08-16,147.5251922607422,283.3390197753906,418.8280944824219,147.59353426907154,283.5506115232928,418.95926500085824,142.9858112009547,278.93407230117066,414.98623095911614,145.0065628373872,281.98291302988906,416.5417182820602,103296000.0,22507600.0,73740000.0,0.0134568305069824,0.0059577498080897,0.0023517596139506,137.04012664794922,,1.600220674562477,140.24056799707418,133.83968529882426,0.013547781161904249,8,Monday,0.005975532496874436,0.002354527169708298,0.012246225226589554
