Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY
Date,,,,,,,,,,,,,,,
2022-03-24,170.39407348632812,294.178955078125,426.2868957519531,170.46258749011093,294.2756985521243,426.29636773137105,166.61558667077662,288.5875247357409,420.8647650949058,167.44762778277175,289.3807798917864,421.98136130275304,90131400,24484500,64736900
2022-03-25,171.03038024902344,293.7726135253906,428.36859130859375,171.57855215101324,295.533244193088,428.6430187339525,169.1019802060181,289.52585001590114,424.3374565973786,170.20812239603873,295.2720634104139,426.92079387932296,80546200,22566500,77101300
2022-03-28,171.8917999267578,300.5636291503906,431.41571044921875,172.0190445148475,300.6603430987499,431.41571044921875,168.36781639958284,294.4014214022609,425.88000270205794,168.53422465828777,294.4014214022609,427.77255038464375,90371900,29578200,68529800
2022-03-29,175.18084716796875,305.11993408203125,436.75262451171875,175.22977935165113,305.5165616109736,437.24470532869987,172.6161644453855,298.9674100649689,432.6174129701443,172.95877935054617,303.6688707174927,435.30482687325934,100589400,30393400,86581500
2022-03-30,174.01597595214844,303.6205139160156,434.0557861328125,175.81711647524634,305.6423550476428,436.42147053755207,172.96856432856262,301.41489856711223,431.94558524771077,174.77950323773482,303.52379996649006,435.60766008577025,92633200,28163600,79666900
2022-03-31,170.92269897460938,298.2516174316406,427.37506103515625,174.27047582290578,304.85881038763455,434.1125250531456,170.7171270473916,297.8453361457931,426.9208392701977,174.08448573079536,303.6592443734039,433.2892715675178,103049300,33422100,121699900
2022-04-01,170.6290283203125,299.32537841796875,428.5862731933594,171.18699858724577,300.01220684451596,429.09724017093697,168.30908127405286,295.57195627521304,425.0093599604166,170.35494237968112,299.27699192361627,428.9553048993876,78751300,27110500,89048800
2022-04-04,174.67181396484375,304.6943054199219,432.2578430175781,174.72076108227714,304.8297226576166,432.3619481479705,170.75628355518236,299.60590012472653,427.96178092937987,170.8835430731966,299.97350759012323,428.78503448200854,76468400,24289600,59601000
2022-04-05,171.3632049560547,300.7377624511719,426.7978210449219,174.53479031608524,304.5975820485766,433.23247058270414,170.73672061862993,299.7607035467808,425.65283796639494,173.7516811601631,303.04977502360924,430.76271011439627,73401800,23156700,74214500
2022-04-06,168.201416015625,289.72906494140625,422.5301513671875,169.9634078617043,296.98438376297736,424.81067460735846,166.537318414103,287.0300780736308,419.64402793365923,168.7202226513366,295.23343584912897,422.88029691792224,89058800,40110400,106898000
2022-04-07,168.50485229492188,291.5379638671875,424.65924072265625,169.69909027693134,293.7435789334034,426.47609894481815,166.26321768469555,286.6817492492974,419.70077574327007,167.5455515170426,286.9816333071018,421.6500972677455,77594700,31411200,78097200
2022-04-08,166.4981689453125,287.2815246582031,423.52374267578125,168.15248323813117,291.2961273756615,426.4193379958125,165.6269638660641,286.6140331520905,421.98131186663085,168.15248323813117,290.6383190722913,423.9022463943376,76575500,24361900,79272700
2022-04-11,162.2498321533203,275.95355224609375,416.2847900390625,165.46056670176083,283.06373875112814,421.0918483203158,162.00511144117354,275.7020251620772,415.78326607146334,165.14733195722772,282.2705132557711,420.2496507622423,72246700,34569300,89770500
2022-04-12,164.11947631835938,272.8579406738281,414.7423095703125,166.28279871101802,281.2547532210791,421.80150331220403,163.12101178667447,271.3391540006482,413.19040683522564,164.47187468621496,279.80368992052826,419.2749398176844,79265200,30966700,84363600
2022-04-13,166.8016357421875,278.236572265625,419.49261474609375,167.42812018403677,279.16524459856345,420.2496221966037,163.2483010667056,272.122751236361,414.3164961668285,163.85520366883756,273.5061208154424,414.4962904899716,70618900,21907200,74070400
2022-04-14,161.7994842529297,270.70074462890625,414.26910400390625,167.653212444084,278.9041016621508,420.83624472678844,161.55476362429968,270.2074030686159,414.16499889724435,167.0169298477089,278.691277815096,419.7196199946672,75329400,28221600,97869500
2022-04-18,161.58416748046875,271.3681945800781,414.43951416015625,163.08185675186522,273.2449056189471,416.1238802748247,160.11584349387897,269.25932284261444,412.2062931005156,160.45844346214486,269.81073402373755,413.341833148195,69023900,20778000,66002500
2022-04-19,163.86495971679688,275.9923095703125,421.1296691894531,164.27610359926777,276.8339513319609,421.8488175877449,160.44866861751814,269.3271055235511,414.1650795150678,161.53522902332887,270.2654612496023,414.33540185587515,67723800,22297700,77821000
2022-04-20,163.69854736328125,277.0176696777344,420.8173522949219,165.31371275678185,280.24873024308215,423.52370998577396,162.59242008519655,276.05997725645005,419.6534541721469,165.19623667762264,279.95849984253823,422.9086378808468,67929800,22906700,65224400
2022-04-21,162.9056396484375,271.64874267578125,414.524658203125,167.90773030576432,283.73125459736195,425.8326405645599,162.40641490220864,270.9232109682988,413.61624352930863,165.34306268686478,279.1652405373938,424.44161705872466,87227800,29454600,85417300
2022-04-22,158.3734130859375,265.09002685546875,403.15045166015625,164.32502122927878,273.9608771881031,414.54356611501663,158.08954369720692,264.4612384007649,402.5826816695929,162.94480808191494,272.49044686968955,413.43644206750025,84882400,29405800,132471800
2022-04-25,159.44041442871094,271.5616760253906,405.48773193359375,159.7242838315626,271.93893715298736,405.6580542602697,155.11375480994548,261.9362771237636,396.33725301076987,157.71757136622622,264.3740824976134,400.9077709224342,96046400,35678900,119647700
2022-04-26,153.48880004882812,261.4041748046875,393.7445068359375,158.91180327087787,269.2785949994851,403.1504700703284,153.41048764569481,261.19135104147927,393.71611977901205,158.82370741856425,268.446666348187,402.95173179386785,95623200,46518400,103996300
2022-04-27,153.26365661621094,273.9800720214844,394.8515930175781,156.41564486229873,281.47723164656276,400.19806220831515,152.0987839265491,270.05253011513526,392.71303421926314,152.61759051221244,272.896616257244,394.8232059633786,88063200,63477700,122030000
2022-04-28,160.1843719482422,280.18096923828125,404.8253479003906,161.04579354437072,281.48693206044686,406.5570449371299,155.57382764277364,272.2774984573496,395.1639015423122,155.88707729102597,275.88581968028956,399.6019274903522,130216800,33646600,105449100
2022-04-29,154.3208465576172,268.466064453125,389.8647766113281,162.69029635210208,280.4228421568128,402.9895886209459,153.92929946524063,267.47935197429007,389.1172122790781,158.42236732431553,279.1942562573067,400.8320856724879,131747600,37073900,145491100
2022-05-02,154.62432861328125,275.1893615722656,392.2115783691406,154.8886162063275,275.6440293239036,393.57421496301487,150.03336604127583,267.2085121919129,383.2598073525532,153.40072515321864,268.6498925117606,389.93105502630925,123055300,35151100,158312500
2022-05-03,156.1122283935547,272.5870666503906,394.00946044921875,157.31626501989302,274.8604049751224,396.4224469103301,153.01897002538345,271.0102398651095,391.15169530175734,154.81031244687898,274.6959381507982,392.7130700591638,88966500,25978600,100028200
2022-05-04,162.5141143798828,280.5196228027344,406.00823974609375,162.96439206944154,281.3902550491014,406.57600980928174,155.89685759161674,267.7018944721031,391.4829309462933,156.29820309411934,273.37070203873003,394.67186907445193,108256500,33599300,144247900
2022-05-05,153.45945739746094,268.3016052246094,391.5775451660156,160.6150881198339,277.0079848672341,402.16635092774,151.67788357069364,265.3897954748828,387.44233342518896,160.38994926297363,276.22441306115445,401.7405161814466,130525300,43260400,172929100
2022-05-06,154.18484497070312,265.7671203613281,389.2402648925781,156.30234136161945,270.13964762879215,392.5143641838962,151.14584468974874,262.41997938914824,383.9316826887412,152.9398334410661,265.8444974229105,389.01316841951103,116124600,37780300,151770800
2022-05-09,149.06759643554688,255.9482879638672,376.77777099609375,152.76341048572758,263.4744708536608,384.5750561979862,148.50882129057032,254.72941447466047,375.19748138207063,151.8811126841976,261.24951821996126,383.3354400955876,131577900,47726000,155586100
2022-05-10,151.46932983398438,260.70770263671875,377.64837646484375,153.65545553219349,264.819048596667,384.26282054447404,149.92042149798846,256.4222361684426,373.60779806565324,152.45946320893722,262.82625738724875,382.7582487909865,115366700,39336400,132497200
2022-05-11,143.61703491210938,252.04965209960938,371.6489562988281,152.39090538432077,262.50697795450895,382.3323933257538,142.94061098912724,250.84043283311354,370.90139206919764,150.47928231405317,257.012292692821,376.68313878017256,142689800,48975900,142361000
2022-05-12,139.7545623779297,247.01937866210938,371.2610778808594,143.32293029647687,251.4015891851371,374.5351773075326,136.0685607235715,241.86326466522425,364.45736660676437,139.96043637411066,249.28303414533278,368.45064339852814,182602000,51033800,125090800
2022-05-13,144.21498107910156,252.6011505126953,380.1370544433594,145.18550397266762,254.45852493792023,381.5186058960115,140.29369821646105,247.01940307644472,374.35530738560897,141.74456868725608,248.95415457182008,375.3962141833524,113990900,34925100,104174400
2022-05-16,142.67588806152344,252.96873474121094,378.5946350097656,144.61693408926746,257.14780467191986,382.26618152652463,141.34265112461745,247.43534479276178,376.2384227760437,142.68570084334092,251.47896796071555,378.49055876588955,86643800,32550900,78622400
2022-05-17,146.30308532714844,258.1152038574219,386.3825378417969,146.82265416778552,259.57592116021584,386.6191062996921,143.79345144967377,253.89743024977278,380.9509064114928,145.93055862687706,257.4283458213499,384.68869959743125,78336300,28828800,83029700
2022-05-18,138.0487823486328,246.36326599121094,370.80682373046875,144.46007380411618,255.59413551227334,382.1053347959958,137.14687404841018,245.09305474022761,369.56720740842707,143.96011558077154,255.01235236440064,381.82146421765935,109742900,31356000,117674500
2022-05-19,134.64710998535156,245.45184326171875,368.5357971191406,138.87229156176298,249.84427550605224,372.96438058327726,133.9118691553446,244.2301162531535,366.31204784682575,137.12732118856076,246.18875585167464,367.7409305686508,136095600,32692300,98510700
2022-05-20,134.88232421875,244.88943481445312,368.6966247558594,137.9311222550243,250.68782539404745,375.6990443299585,130.00033122355916,238.9553115969885,360.09500032544264,136.3528052981394,249.42729026419417,372.12213091455766,137426100,39199300,131432200
2022-05-23,140.29371643066406,252.73374938964844,375.594970703125,140.4407585737006,253.55793981579862,376.3614500919125,134.941158046499,245.73302803213778,369.4063326029317,135.07840236616943,247.7304758561138,371.72468584727085,117726300,33175400,76414900
2022-05-24,137.59786987304688,251.73501586914062,372.7278747558594,139.176187438702,253.39307277606676,373.92016034294176,134.6274981436638,245.80089254690245,366.1701740759498,138.03901137531423,250.0575770395254,371.4693141809514,104132700,29043900,91448800
2022-05-25,137.75466918945312,254.5469207763672,376.0207824707031,138.99966571047085,256.5443535711688,377.9890479746067,135.61756228135172,249.32063736572647,370.83522098115014,135.70578755446192,250.29997184139762,371.2326397707966,92482700,28547900,91472900
2022-05-26,140.95053100585938,257.8243103027344,383.5342712402344,141.49950829001511,258.9975529486111,385.1713354796454,134.44120114221013,253.4900680754524,377.0428461621992,134.68628135538745,254.3045527743794,377.25102757485274,90601500,25002100,82168300
2022-05-27,146.69522094726562,264.9413146972656,392.9496765136719,146.73442720207444,265.0382834774228,393.06322475181946,142.40141055796454,259.4338312366583,385.79584873051925,142.5288570634857,260.32590258710013,385.99455814727753,90978500,26910800,84768700
2022-05-31,145.91094970703125,263.6130065917969,390.744873046875,147.69514080945274,266.42492450800745,394.08521874551013,143.9503080341332,260.76229523384706,388.000684523354,146.1364342695409,264.25296522222703,391.33155824207057,103718400,37827700,95937000
2022-06-01,145.78350830078125,264.1463623046875,387.58428955078125,148.753879037452,269.2562968129183,393.8770046632853,144.77376414576858,261.8386404007346,385.06719773018256,146.95007745203338,266.8419299156095,392.8645136255513,74286600,25292200,86585800
2022-06-02,148.23434448242188,266.2406311035156,394.96527099609375,148.29316134885798,266.30851221318625,395.01257313918177,143.96994216366954,253.65486971991317,385.1713305039393,144.92085472708317,256.4183173881909,387.42346697228254,72348100,44008200,79609600
2022-06-03,142.5190887451172,261.81915283203125,388.4832458496094,145.05811684755056,265.14500204030634,391.79520408065434,141.61719511269536,260.25806469793486,387.5085850110212,144.00916607250292,262.1003534639654,390.2433012195324,88570300,28059000,71874300
2022-06-06,143.26409912109375,260.5877380371094,389.66607666015625,145.64628674294468,265.85281527967646,394.22709420031765,142.04849579123675,259.10420716791305,388.49267756993027,144.13658414441952,263.79720697367605,392.49542593941146,71598400,22400300,57508900
2022-06-07,145.78350830078125,264.223876953125,393.40380859375,146.06779474236185,264.83474789857866,393.8580303540427,141.26422895235845,257.86311369538305,385.7105989918035,141.5093091448792,258.54186576604843,386.1742927298047,67808200,22860700,59272400
2022-06-08,145.04832458496094,262.1972961425781,389.1266784667969,146.92072662137116,264.70863088470054,393.47954333395916,144.55816400776706,261.42157544049917,388.33181201108613,145.656118913957,263.4578015962176,391.6910721501235,53950200,17372300,64350000
2022-06-09,139.83297729492188,256.74798583984375,379.8721008300781,145.0384790561678,264.4274283960142,389.61870798841755,139.72514139394366,256.59284170053377,379.8721008300781,144.18560463111925,259.64716611698157,387.34765697732666,69473000,26439700,86289800
2022-06-10,134.43138122558594,245.30636596679688,368.85748291015625,137.98993516430295,252.6658293283701,374.5162101273659,134.3627515970909,244.86033026242538,368.8101807755536,137.51938542071767,252.6658293283701,373.6645695586442,91437900,31422800,132893900
2022-06-13,129.28469848632812,234.9022674560547,354.8526306152344,132.53935542645704,241.45696760455806,361.2967520769685,128.853354985689,234.19444257567676,353.2439538052529,130.25520640425938,237.66571545060387,359.4420637467876,122207100,46135800,170004900
2022-06-14,130.1473846435547,237.06455993652344,353.7833557128906,131.25515193955982,238.27659598406217,357.6346967344851,128.8925752102517,234.17505534653057,350.6795790257293,130.51011351307002,236.45368903404812,356.60326183152415,84784300,28651500,104011800
2022-06-15,132.76487731933594,244.1137237548828,358.82696533203125,134.63729418113485,247.54621774471534,363.2744339830128,129.55923814253225,238.93590988722116,352.1273319853411,131.64731188113106,240.76850759522998,357.08579647279396,91533000,33111700,125666800
2022-06-16,127.50053405761719,237.5299530029297,346.9512634277344,129.7846835531672,239.90554045067185,351.0107858866292,126.50060254968962,235.6391799239251,344.51933296816924,129.4807864670593,238.5092727014499,350.6038951062925,108123900,33169200,134473300
2022-06-17,128.97103881835938,240.1285858154297,347.69921875,130.46113104749855,242.89203403698954,351.04450954430285,127.25547692933145,236.61853401016964,344.1924117569051,127.51036998343507,237.26818358324823,347.36661545178714,134520300,43084800,111113900
2022-06-21,133.1962127685547,246.0336151123047,356.45196533203125,134.36279718069025,247.0129348663082,357.83948449743525,130.69640612370614,241.93207466775263,353.3537786861602,130.79442925101708,242.6592962620597,353.4298238200765,81000500,29928300,76811900
2022-06-22,132.68641662597656,245.44210815429688,355.8058166503906,135.04897821391006,249.35941623749332,359.9208687301767,131.2747523831488,242.76592357588206,351.80477429485757,132.1374244527046,244.23976328606997,352.2229356289405,73409200,25939900,90059400
2022-06-23,135.54896545410156,250.99806213378906,359.29364013671875,135.8626603415122,251.49258222219643,360.02540799730696,132.9609190593017,245.9269231515667,354.3802877819863,134.12750324123766,247.8080051297893,357.9441431467789,72433800,25861400,79292100
2022-06-24,138.8722686767578,259.56964111328125,370.7169494628906,139.1173489130396,259.84113599314713,370.7264623574381,137.01946268880786,253.77125024741073,362.4393100729595,137.14689423988725,253.85851328836165,362.46781975387455,89116800,33923200,98050300
2022-06-27,138.8722686767578,256.8449401855469,369.3008728027344,140.6662578013618,260.1513477506031,371.9333630110348,138.19584483125837,255.2838227151279,368.2079631712672,139.89179587794544,260.0640847254071,371.63875334523215,70207900,24615100,66009600
2022-06-28,134.7353057861328,248.6903839111328,361.7550964355469,140.59762053174873,258.8036043245108,373.6441279914071,134.61767206581916,248.53523976557486,361.6410576968473,139.3330131628478,255.9625992863611,370.8595757781449,67083400,27295500,86548900
2022-06-29,136.4900665283203,252.35562133789062,361.4604187011719,137.90173093297278,254.01367843439704,363.2946090766125,133.98044756827542,247.99227659013485,359.6357412197438,134.75490940956817,249.76669921288493,362.3062541919747,66242400,20069800,65676000
2022-06-30,134.02947998046875,249.02972412109375,358.5237731933594,135.64700354645933,251.64773342761754,361.7645084605366,131.13753620204082,245.2190904606339,354.0665767146873,134.5490488814723,249.2430436171121,357.56389907239446,98964500,31730900,112508300
2022-07-01,136.19598388671875,251.6962127685547,362.3157958984375,136.3038197907336,251.88044459455264,362.7529830546203,132.9903451154339,246.8771715911317,355.2451042734922,133.36285690870372,248.6031243426408,357.8681111996678,71051600,22837700,74839700
2022-07-05,138.77423095703125,254.86691284179688,363.0000305175781,138.82324999611623,254.99296930885941,363.0190563072348,134.23534018265374,247.0032233964507,354.38975859425415,135.05882114715405,248.3800943919095,357.221845993929,73353800,22941000,81438000
2022-07-06,140.10743713378906,258.1248779296875,364.2259826660156,141.28381901974345,259.8508160325724,366.7159247303021,138.30365057809186,254.4305945207555,360.75716958402745,138.56834136394644,255.73959933597524,363.1425568197513,74064300,23824400,70426200
2022-07-07,143.46995544433594,260.248291015625,369.68096923828125,143.66601661315485,260.8882493950364,370.479269112684,140.46036340026106,256.9709418562369,364.2449023769217,140.4701612232241,257.0679106271867,366.003076280143,66253700,20859900,64525900
2022-07-08,144.14637756347656,259.5307922363281,369.3769836425781,144.64635079248632,259.9574311836556,371.2491967887842,142.1465295229667,255.2935200278726,366.516386504775,142.40140757015126,256.74796291447564,368.04645446042775,64547800,19658800,72397800
2022-07-11,142.01910400390625,256.4765319824219,365.1573486328125,143.75427642973983,258.43517157163143,367.6662874925925,140.95055766241197,254.2172802316378,364.4635744126361,142.80336382609462,257.58189346441975,366.696929365384,63141600,19455200,58366900
2022-07-12,142.98959350585938,245.9656982421875,361.9261169433594,145.5286208059207,257.863045938388,366.99155941529256,142.19553604555907,244.3851988057814,360.17745545859367,142.89155544175705,257.8048705865574,364.60614303529803,77588800,35868500,62219200
2022-07-13,142.6269073486328,245.04458618164062,360.025390625,143.56800712971256,245.84937984355258,362.96203282628903,139.3232154144063,240.57459691919928,356.06239989210513,140.17610485424197,242.59142655470853,356.48056122161495,71185600,29497400,84224600
2022-07-14,145.54827880859375,246.36326599121094,359.1510925292969,146.0188287608022,247.39107006314066,360.2344894812079,140.43100133297293,238.47048883303972,352.6221141267699,141.24466966276847,242.95987452362783,355.06452096685234,78140700,25102800,89704800
2022-07-15,147.2147674560547,248.92306518554688,366.01263427734375,147.89119117713278,252.462203796879,366.12667298735175,145.28353435270415,247.03229230010422,361.6504796031944,146.83244295612025,247.95343654733435,363.5606860012762,76259900,29774100,79060400
2022-07-18,144.17581176757812,246.5281219482422,362.9905090332031,148.58725611818477,252.91797217764622,369.7760736131692,143.8130828380742,245.60697754900244,361.764534839165,147.77358792071823,251.86108033846966,369.1013252129824,81420900,20975000,63203600
2022-07-19,148.02850341796875,251.6477508544922,372.7981872558594,148.253973108963,251.8319826861172,373.36840979135206,144.01899323993615,245.975416691355,366.2597263907414,145.0091122817063,249.7569629365393,366.9154489534266,82982400,25012600,78506000
2022-07-20,150.02830505371094,254.30455017089844,375.17413330078125,150.6949310490213,256.8255911221819,376.5901914099878,147.41085002655058,251.046611408544,371.619791193265,148.14609070693865,252.00653450982264,372.98831383414614,64823400,22788300,71843800
2022-07-21,152.2928924560547,256.7964782714844,378.9946594238281,152.5085642998164,256.8449774641106,379.0421658963214,148.94999383626106,249.2236799929457,372.1900678060599,151.45961351801952,251.89986485024778,374.5944811693759,65086600,22404700,64903900
2022-07-22,151.05764770507812,252.4525146484375,375.4782409667969,153.20455292364784,257.27157048099224,380.3155764832449,150.3910366563313,251.2017149281793,373.2543990144218,152.33206789895848,257.18430744869886,379.1181409721045,66675400,21881300,72197300
2022-07-25,149.94007873535156,250.968994140625,375.9344482421875,151.9889458272938,253.55791590032757,376.78976766133366,149.28326552705713,249.01035473546938,373.6915803624673,150.97921649648936,253.07310152958124,376.10550632547137,53623900,21056000,53631500
2022-07-26,148.61666870117188,244.2494659423828,371.4867248535156,150.07733740905365,251.98711369487128,374.49935379005854,147.8324089141252,241.9902440697429,370.59338295368127,149.26366918886245,251.96770218262552,374.2902731538691,55138700,39348000,52946400
2022-07-27,153.70449829101562,260.5780334472656,381.1329040527344,154.23387992265205,261.8482448041291,382.8815653652331,149.16562296270044,250.98842003172433,374.4898588407444,149.57735592146827,253.22826018562694,374.7844685236655,78620700,45994000,82342100
2022-07-28,154.25350952148438,268.0151062011719,385.91326904296875,154.53779601902812,269.40166831465785,386.6070143182949,151.37136349671525,259.7344677770861,378.38639383024014,153.89078059336344,261.5573746966984,381.9407652653173,81378700,33459300,73966600
2022-07-29,159.3119354248047,272.2135925292969,391.5393981933594,160.409904944982,273.43533434326656,392.5277822061919,156.36117506106663,268.22843217911804,386.5785103442153,158.0669387195233,269.26594214524397,387.3483007860886,101786900,32152800,87003700
2022-08-01,158.33160400390625,269.5664978027344,390.3799133300781,160.37067302404677,272.7371731572371,392.8888811641739,157.72380990621818,267.4623903988592,388.1275616169894,157.84144361325252,269.3822659732868,388.84033261494034,67829400,21539600,69997500
2022-08-02,156.86114501953125,266.47332763671875,387.804443359375,159.21392420256825,269.4500944140682,392.49923066625485,156.48863324172908,264.10743158594045,386.6260045869153,156.94938527079637,267.61748223435484,388.81182405248916,59907000,22754200,63435400
2022-08-03,162.86073303222656,273.8910217285156,393.8772888183594,163.31167231688755,274.8897381119249,395.04621476373677,157.58660124880873,268.20898212498906,389.6481690410905,157.67482654904526,268.3544501034442,389.9332658563709,82507500,23518900,67820600
2022-08-04,162.54701232910156,275.03515625,393.61114501953125,163.89986001020398,275.18059462702735,394.48546115765066,161.19416464799912,271.6608675400947,391.96700956030446,162.74307352499065,273.24133735808226,393.8011998743411,55474100,18098700,45656600
2022-08-05,162.32122802734375,274.3177185058594,392.9459533691406,162.81206933981917,275.03523443029735,393.59219220020464,160.01426786699392,270.2161775634962,389.2680591655284,160.22042780912037,270.6719043348699,389.32507853281464,56697000,16774600,56814900
2022-08-08,161.85000610351562,271.8062744140625,392.4897155761719,164.73615535552312,277.23620005590976,396.88989316531894,161.1922805564501,270.8366458919724,391.387292955347,163.32253000929188,275.4229698634014,394.63754145835884,60276900,18739200,53886100
2022-08-09,161.8990936279297,273.7261657714844,390.9311828613281,162.78261696114208,274.48247496169216,392.26168307241494,160.25968547297944,269.17860487436343,389.85726979721653,161.0155852740051,271.1469795107976,391.75799267097744,63135500,23405200,44931800
2022-08-10,166.13998413085938,280.3778076171875,399.1422424316406,166.23814341245296,281.0080602847514,399.284819832152,163.8428352480907,278.2252309562204,396.0345713490144,164.60854654925055,279.41788477875497,397.9923133525369,70170500,24687800,68665700
2022-08-11,165.40370178222656,278.3028259277344,399.1422424316406,167.85790820975464,282.3655726517332,403.8560554717358,165.10919401506573,277.80833539979704,398.40096176043045,166.9449356294848,282.01652051436565,401.99332639825303,57149200,20065900,59489700
2022-08-12,168.94757080078125,283.0442810058594,405.8993225097656,169.01628078921996,283.0442810058594,406.00384833286853,166.29701596444957,278.22522580232317,400.1306223802401,166.70933581222894,279.71846209389213,401.08098369306896,68039400,22619700,61694500
2022-08-15,170.01759338378906,284.55694580078125,407.5718994140625,170.21392688656005,285.24537391664086,408.09461548737096,168.21130119143814,281.2989778667921,403.6279061465154,168.37818541775778,282.16196164375015,403.6849254995712,54091700,18085700,54048300
2022-08-16,169.8605194091797,283.8200378417969,408.3703308105469,170.52807128910433,285.1096607169614,410.29956341351703,168.5156191962962,281.5996091944976,405.69030453369277,169.61509878760032,283.12190392197317,406.49811757493705,56377100,18102900,59289000
2022-08-17,171.35269165039062,283.0718078613281,405.4716491699219,172.92337473871223,285.0443308942976,408.1801847177208,169.40896440067246,281.27418133685177,403.4664007169476,169.6052979143018,281.53652609959147,404.76839107782297,79542000,18253400,63563400
2022-08-18,170.95997619628906,281.9543762207031,406.6501159667969,171.69623796281792,283.64510179006146,407.33434826924736,169.9488445685988,280.89521149700556,404.37873850839094,170.56730924585392,281.9737992817374,405.6712159722093,62290100,17186200,49023200
2022-08-19,168.3782196044922,278.0482177734375,401.1855163574219,170.55755638009072,281.06045328122894,404.1506388492187,168.17205964818893,277.47492602525494,400.31117123671885,169.86055507755876,280.72035691439993,403.884538856435,70346300,20570000,68016900
2022-08-22,164.50054931640625,269.8860168457031,392.83184814453125,166.74859572706774,274.46265350884744,396.5192546194772,164.0784180378036,269.3710240123007,391.92899331076484,166.58171149389958,274.0934077691384,396.34816754384633,69026800,25061100,77695600
2022-08-23,164.16677856445312,268.6131286621094,391.8814392089844,165.6196796113523,270.96459435110165,394.7990549984575,163.5974008535258,267.6025659844231,391.33021348188515,164.0195321647684,268.6131286621094,392.40412625801,54147100,17527400,49105200
2022-08-24,164.4613037109375,267.98150634765625,393.135986328125,165.03068148199358,269.38073768829963,394.50447996842576,163.20475103663767,267.3207367981383,390.9691636437866,164.2551587296091,267.6122606253299,391.6533959625738,53841500,18137000,49177800
2022-08-25,166.9154815673828,270.95489501953125,398.6861572265625,167.02346724627097,271.12006518473976,398.7336636998838,165.2662620854037,266.74747418276837,393.5351851989176,165.688378388784,269.4779119694947,394.6280951098861,51218200,16583400,50942300
2022-08-26,160.62290954589844,260.4995422363281,385.1908874511719,167.91681938586046,272.40270697945806,399.1136729342151,160.56401098389765,260.3926709090645,385.1338681006036,167.44561591056575,271.1783719738918,398.57198910381624,78961000,27549300,103087000
2022-08-29,158.42393493652344,257.7204895019531,382.6440124511719,159.91608162954805,259.8290331608574,385.6946644031111,156.89251255304256,256.3795570313367,381.285002619314,158.19813716461735,258.32293054735436,382.23536401267944,73314000,20338500,65370800
2022-08-30,155.9991912841797,255.52447509765625,378.4433898925781,159.58232691391927,259.4889441338361,384.04103223682625,154.83098655063566,253.27988099606083,376.3430994030369,159.1602105704912,259.1197280644123,383.80344189629403,77906200,22767100,85652400
2022-08-31,154.3401336669922,254.0669403076172,375.5638122558594,157.63858767600124,259.54723825698477,381.3230000374987,154.2615972644816,253.93088992646184,375.43077674086555,157.3735291899389,257.87596548411756,380.07802891985665,87991100,24791800,76029700
2022-09-01,155.0665740966797,253.02725219726562,376.74224853515625,155.51813965771387,253.50339892265927,377.08436469022797,151.83683028732437,248.1785442591348,370.678938652205,153.77074600824523,251.5405724888761,373.3874742240931,74229900,23263400,78740100
2022-09-02,152.95596313476562,248.8101806640625,372.7697448730469,157.42262194968552,257.24441703997155,381.6271200488621,152.13135334781393,247.2652018315323,370.9545511254495,156.82379496598037,254.29050979397502,380.41065862148133,76957800,22855400,99632100
2022-09-06,151.6994171142578,246.07969665527344,371.36322021484375,154.21252227519972,250.53000941495102,374.5564205138696,150.87480729194033,244.80678924426493,369.1393780774377,153.60388383195894,248.94618474623337,373.61557203339373,73714800,21328200,76637400
2022-09-07,153.1032257080078,250.7826690673828,378.0347595214844,153.80021196934476,251.501707885987,378.8045499413538,150.79626559392008,246.05055859753543,370.8310328137159,151.9841081371773,247.4886510615093,371.0495973756983,87449600,24126700,70964200
2022-09-08,151.6306915283203,251.2004852294922,380.50567626953125,153.49588236025656,253.05641075595742,380.9618311489722,149.88328282837716,247.57609726538706,374.5564050265275,151.80738719524012,250.21910163068787,375.7633824847431,84923800,20319900,80821700
2022-09-09,154.48741149902344,256.9723205566406,386.41693115234375,154.92918072545984,257.7205384807604,387.28176346215974,151.91540745534934,252.92040261166707,382.4824212375365,152.62222024249937,253.12444856663964,382.74852125573165,68028800,22084700,76706900
2022-09-12,160.43638610839844,259.1003723144531,390.5700378417969,161.25118449428555,259.87773982566915,391.2923218090903,156.38204700518378,257.65256795177487,388.1846213728781,156.66672837890903,258.25500923950574,388.48874399097315,104956000,18747700,69256300
2022-09-13,151.0220489501953,244.85537719726562,373.5870361328125,157.59931943362142,253.02725242179903,383.0906492168183,150.56065692569356,244.46669355719365,372.46561674955393,156.97104316313002,251.51142329243044,381.88367179340526,122656600,33353300,122947100
2022-09-14,152.4651336669922,245.07888793945312,375.0125732421875,154.22235404144755,247.03197340498173,376.53315711649486,150.79627611743592,242.78570610485596,371.7053054907733,151.95465448242936,246.35179549361106,374.88902163325827,87965400,23913000,85023700
2022-09-15,149.57896423339844,238.4325408935547,370.7550048828125,152.39640331677907,244.28208546979903,376.305112280204,148.6071081028978,237.11104609083932,369.48152401791003,151.81719923234522,242.69824587426376,373.45402792521134,90481100,31530900,87633800
