Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY
Date,,,,,,,,,,,,,,,
2021-08-26,144.0303497314453,288.20806884765625,418.162841796875,145.57276688380205,291.426544578333,420.5991192042751,144.00106455542348,288.0731778231543,418.0691322205563,144.82109417148567,290.03893440127865,420.3648595615522,48597200,17666100,57829600
2021-08-27,145.065185546875,288.8152160644531,421.9015808105469,145.2116114656549,289.92336945539535,422.27639048792906,143.33728522616812,286.03034951661374,418.91242573488046,143.97181740197544,288.1117652440638,418.96864575668053,55802400,22605700,77235100
2021-08-30,149.4776153564453,292.54437255859375,423.7569580078125,149.83882401907485,293.15145574767917,424.5440669661629,145.07490345956626,290.106423632768,422.33264109600447,145.45562564226032,290.1642382786574,422.5762802722132,90956700,16348100,48357400
2021-08-31,148.21832275390625,290.896484375,423.1290588378906,149.16524992421503,293.4211542979562,424.00049768933224,147.6911597437249,290.5303054871389,422.52936913015344,149.0285807911714,293.3440779355177,423.66317759050685,86453100,26285300,59300200
2021-09-01,148.88209533691406,290.848388671875,423.35400390625,151.29334030752833,294.08615577563324,424.58152211457764,148.71614107484842,290.5207625531025,423.11974426960506,149.19449034490623,291.85055818104365,424.0661623524176,80313700,18983800,48721400
2021-09-02,149.9950408935547,290.193115234375,424.6565856933594,151.03959539227287,292.3226995544428,425.46242527758113,148.7747752992504,289.2584060139798,423.4571772589729,150.20980882981786,291.20493024605145,424.7784053040331,71115500,16285600,42501000
2021-09-03,150.6295623779297,290.18353271484375,424.5533752441406,150.9517142276546,291.5904047928127,425.0687635577039,149.44833892893834,289.3355453558773,423.11970753618436,150.10239938899159,290.03896669123856,423.52265580930316,57808700,14747900,47170500
2021-09-07,152.96273803710938,289.2584533691406,423.0354309082031,153.5191714127496,290.1353480932548,424.30043871518234,150.7174463222015,287.35051112759913,422.3607619842241,151.2836513561049,290.0582716965981,424.20672913760086,82278300,17180400,51671500
2021-09-08,151.4202880859375,289.287353515625,422.52008056640625,153.30437064554417,289.6727943038397,423.23223905655976,150.31716343749,286.64705323874495,420.5991342695839,153.24580029178898,288.8730054034754,422.5013500889307,74420200,15046800,56181900
2021-09-09,150.40501403808594,286.43505859375,420.71160888671875,152.39648028234163,291.1471582820578,424.0755740928611,150.28785845020124,286.19415442336,420.4679696953391,151.79123351222952,289.87517720465905,422.3233164530745,57305700,19927000,57970400
2021-09-10,145.4263458251953,284.9510192871094,417.39447021484375,151.78148246152148,289.007865815786,423.06354222411983,145.16276433644302,284.6330387898814,417.27265062322766,151.3129047338198,287.5624411048134,422.64189201792766,140893200,19633400,89948200
2021-09-13,145.99253845214844,286.1844482421875,418.4627380371094,147.8180505115286,287.678071426656,420.6554338015027,145.21156570783384,283.3803207637957,416.14825126016297,147.04684942260073,286.7240711170078,420.39306410434955,102404300,23652900,83738600
2021-09-14,144.5965576171875,288.88262939453125,416.2044372558594,147.4763957492906,290.4244218394307,420.11187210742554,143.4153491043727,287.25411498430714,415.3142391694053,146.7735217186003,288.66098698942704,419.9057224766755,109296300,21853400,78197100
2021-09-15,145.48492431640625,293.7296142578125,419.6808776855469,145.8851749521173,294.21142254991946,420.17750702921626,142.88819590848047,290.83876450517084,415.520423766594,145.02610332343372,292.2263747390184,416.62612251723135,83281300,28356300,78792200
2021-09-16,145.2506103515625,294.1150817871094,419.0155334472656,145.4263362978241,294.20180375871473,420.1305829932493,143.71796490468603,289.81735966426726,416.063839190952,144.90894501042473,292.70820968009997,419.15608350800755,68034100,19550800,77786700
2021-09-17,142.5855712890625,288.9596862792969,414.9339599609375,145.27992686740734,293.4212355512948,418.6659226939103,142.29270460935308,288.6320601855472,414.57673990427645,145.27992686740734,293.103255033234,418.24292159083717,129868800,41372500,118425000
2021-09-20,139.539794921875,283.59234619140625,408.01519775390625,141.3945924183066,287.8515443910694,410.38408955076596,137.90952209387459,278.98626014030367,403.1457660287209,140.37933813407227,285.5484866618961,408.8048283528595,123478900,38278700,166445500
2021-09-21,140.0181427001953,284.0741271972656,407.6297302246094,141.16032435989862,286.7144563554884,411.6531020580182,139.38361057442205,283.37070598587525,407.10330988661246,140.50624891873463,284.93175998192237,410.3558416937555,75834000,22364100,92526100
2021-09-22,142.38058471679688,287.7166442871094,411.6061706542969,142.94677480134484,289.29698969688434,413.64607141513255,140.28171911608493,283.7947469001605,407.7426174898221,141.01387841720836,285.9339770236081,409.9046994331068,76404300,26626300,102350100
2021-09-23,143.33726501464844,288.6610107421875,416.60723876953125,143.581318108749,289.95225356645904,418.21472905347264,142.1755699033987,286.70487005513655,413.2419056196779,143.16153904107028,287.9768511323882,413.47691579931967,64838200,18604600,76396000
2021-09-24,143.42510986328125,288.4585876464844,417.2933654785156,143.96202960944674,288.89219740081836,418.00780541065916,142.09746053449825,286.1266229188525,414.7552447526697,142.1950877231893,287.37934193715523,414.97146438680744,53477900,14999000,62094800
2021-09-27,141.91201782226562,283.4670715332031,416.0995788574219,142.48799456461782,285.6833776639269,417.4250108387706,140.39890024168955,282.28181268174734,415.40392931593607,142.0096450384804,285.36539716620223,416.2593696919336,74150700,23571700,61371100
2021-09-28,138.53431701660156,273.2045593261719,407.7143859863281,141.3067568929059,280.20042503434115,413.65544911085703,138.31954907870838,272.4625851539167,406.98115550934745,139.8424381686271,279.25607020918045,413.32642918282806,108972300,43186200,130436300
2021-09-29,139.4324188232422,273.6670837402344,408.400634765625,141.013878143942,276.3362908365867,410.8353363854079,138.65144592439347,272.713112823429,407.83660468931265,139.08098176355122,274.72706776293006,409.0962556033454,74602000,26353700,82329200
2021-09-30,138.13406372070312,271.66278076171875,403.40899658203125,140.9455603850025,277.35772848518707,410.58148154628566,137.91929578685694,271.3736781629652,403.07056708218,140.24268621892764,275.31486617919455,409.8764511666684,89056700,32343600,140506000
2021-10-01,139.25665283203125,278.5815734863281,408.2032470703125,139.5202342750178,279.42956082549745,409.88592788450086,135.80086848455736,271.055729962069,401.61358155055285,138.52449374270236,271.855518825413,405.1387340260019,94639600,30086300,129240100
2021-10-04,135.83018493652344,272.8094787597656,402.93896484375,138.82716398233575,277.28067385415983,407.9399583912579,134.98088496397907,270.0535494270314,400.79564501055677,138.38785651091933,276.9434021661116,407.03752756364304,98322000,31350700,128570000
2021-10-05,137.7533416748047,278.25390625,407.13153076171875,138.85646652806082,279.83422199721866,409.37821255340737,136.04496985928344,273.7152514221425,403.6439886722877,136.17188224652747,273.7152514221425,404.4430001166101,80861100,24993000,90682500
2021-10-06,138.62216186523438,282.44561767578125,408.8235778808594,138.76858776803195,282.94671707548684,409.03038792327897,135.07850605934124,275.1221558151547,401.9048940758357,136.15234566592073,275.38232168306524,403.5311456620032,83221100,28002600,113032200
2021-10-07,139.8814697265625,284.122314453125,412.358154296875,140.78935501402486,285.84719612226604,415.197066176869,139.32503639848235,283.22615821775884,411.9257437150467,139.6569450430087,284.44029494052455,412.10435369862415,61732700,20430500,72437500
